Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
17-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,17
16-04-2019,Federal Reserve Account,356274,317915,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,16
16-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,16
16-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,16
15-04-2019,Federal Reserve Account,317915,243935,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,15
15-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,15
15-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,15
12-04-2019,Federal Reserve Account,243935,221493,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,12
12-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,12
12-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,12
11-04-2019,Federal Reserve Account,221493,245664,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,11
11-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,11
11-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,11
10-04-2019,Federal Reserve Account,245664,260472,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,10
10-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,10
10-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,10
09-04-2019,Federal Reserve Account,260472,273795,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,9
09-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,9
09-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,9
08-04-2019,Federal Reserve Account,273795,264187,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,8
08-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,8
08-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,8
05-04-2019,Federal Reserve Account,264187,265825,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,5
05-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,5
05-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,5
04-04-2019,Federal Reserve Account,265825,270470,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,4
04-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,4
04-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,4
03-04-2019,Federal Reserve Account,270470,295524,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,3
03-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,3
03-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,3
02-04-2019,Federal Reserve Account,295524,307320,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,2
02-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,2
02-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,2
01-04-2019,Federal Reserve Account,307320,334012,334012,384713,I,Operating Cash Balance,Type of account,1,2019,3,2019,2,4,1
01-04-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,3,2019,2,4,1
01-04-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,3,2019,2,4,1
29-03-2019,Federal Reserve Account,334012,295961,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,29
29-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,29
29-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,29
28-03-2019,Federal Reserve Account,295961,295593,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,28
28-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,28
28-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,28
27-03-2019,Federal Reserve Account,295593,320547,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,27
27-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,27
27-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,27
26-03-2019,Federal Reserve Account,320547,318195,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,26
26-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,26
26-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,26
25-03-2019,Federal Reserve Account,318195,309955,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,25
25-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,25
25-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,25
22-03-2019,Federal Reserve Account,309955,311880,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,22
22-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,22
22-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,22
21-03-2019,Federal Reserve Account,311880,314749,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,21
21-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,21
21-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,21
20-03-2019,Federal Reserve Account,314749,337761,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,20
20-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,20
20-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,20
19-03-2019,Federal Reserve Account,337761,328710,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,19
19-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,19
19-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,19
18-03-2019,Federal Reserve Account,328710,300825,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,18
18-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,18
18-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,18
15-03-2019,Federal Reserve Account,300825,241667,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,15
15-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,15
15-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,15
14-03-2019,Federal Reserve Account,241667,238381,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,14
14-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,14
14-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,14
13-03-2019,Federal Reserve Account,238381,262271,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,13
13-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,13
13-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,13
12-03-2019,Federal Reserve Account,262271,255500,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,12
12-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,12
12-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,12
11-03-2019,Federal Reserve Account,255500,240931,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,11
11-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,11
11-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,11
08-03-2019,Federal Reserve Account,240931,242860,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,8
08-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,8
08-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,8
07-03-2019,Federal Reserve Account,242860,213611,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,7
07-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,7
07-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,7
06-03-2019,Federal Reserve Account,213611,218308,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,6
06-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,6
06-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,6
05-03-2019,Federal Reserve Account,218308,213030,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,5
05-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,5
05-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,5
04-03-2019,Federal Reserve Account,213030,201566,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,4
04-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,4
04-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,4
01-03-2019,Federal Reserve Account,201566,290665,290665,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,3,1
01-03-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,3,1
01-03-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,3,1
28-02-2019,Federal Reserve Account,290665,266024,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,28
28-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,28
28-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,28
27-02-2019,Federal Reserve Account,266024,326153,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,27
27-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,27
27-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,27
26-02-2019,Federal Reserve Account,326153,324761,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,26
26-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,26
26-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,26
25-02-2019,Federal Reserve Account,324761,311876,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,25
25-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,25
25-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,25
22-02-2019,Federal Reserve Account,311876,321454,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,22
22-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,22
22-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,22
21-02-2019,Federal Reserve Account,321454,331003,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,21
21-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,21
21-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,21
20-02-2019,Federal Reserve Account,331003,357688,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,20
20-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,20
20-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,20
19-02-2019,Federal Reserve Account,357688,321808,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,19
19-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,19
19-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,19
15-02-2019,Federal Reserve Account,321808,361347,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,15
15-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,15
15-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,15
14-02-2019,Federal Reserve Account,361347,375119,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,14
14-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,14
14-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,14
13-02-2019,Federal Reserve Account,375119,398585,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,13
13-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,13
13-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,13
12-02-2019,Federal Reserve Account,398585,394023,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,12
12-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,12
12-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,12
11-02-2019,Federal Reserve Account,394023,335829,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,11
11-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,11
11-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,11
08-02-2019,Federal Reserve Account,335829,338549,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,8
08-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,8
08-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,8
07-02-2019,Federal Reserve Account,338549,353896,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,7
07-02-2019,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2019,2,2019,1,2,7
07-02-2019,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2019,2,2019,1,2,7
06-02-2019,Federal Reserve Account,353896,353200,403597,384713,I,Operating Cash Balance,Type of account,1,2019,2,2019,1,2,6
